distance_km,weight_kg,volume_cbm,cargo_type,transport_mode,season,price
4481.1,9511.8,33.92,FRAGILE,AIR,1,49112.64
3774.45,15603.42,23.35,FRAGILE,ROAD,3,16025.48
3436.45,18512.68,9.98,FRAGILE,RAIL,1,10660.86
4778.96,1495.28,32.26,PERISHABLE,ROAD,4,22229.11
1361.78,4023.81,37.48,FRAGILE,RAIL,4,4727.84
1587.29,17920.69,60.99,STANDARD,ROAD,3,5920.28
7332.09,11047.04,59.41,HAZARDOUS,SEA,2,19485.37
8044.68,23360.63,6.77,STANDARD,AIR,1,73952.65
3204.46,20908.1,35.88,STANDARD,RAIL,3,9349.44
2337.79,27074.78,16.77,STANDARD,ROAD,3,10175.8
5491.8,22190.52,14.53,STANDARD,SEA,3,11233.8
3503.8,13814.8,74.54,HAZARDOUS,ROAD,1,19831.24
264.51,21567.64,4.25,STANDARD,SEA,1,516.47
1369.49,8884.66,38.02,HAZARDOUS,RAIL,1,4998.13
6099.97,9871.4,15.55,FRAGILE,ROAD,2,24138.05
5617.91,25268.63,79.2,STANDARD,ROAD,3,22838.32
278.96,14340.78,50.36,HAZARDOUS,SEA,4,815.17
1925.66,25568.33,21.21,STANDARD,ROAD,4,8058.57
2002.58,26335.27,45.47,STANDARD,SEA,3,4171.92
5727.49,27456.24,65.97,FRAGILE,ROAD,4,31726.99
216.55,29340.66,86.25,STANDARD,ROAD,2,845.04
929.72,13848.43,20.23,STANDARD,RAIL,2,2357.08
6809.29,10271.85,79.81,FRAGILE,AIR,1,75113.14
1558.7,18672.14,84.12,FRAGILE,AIR,1,18788.7
5565.7,11940.4,82.52,STANDARD,ROAD,1,22644.94
2062.64,19274.27,57.37,PERISHABLE,RAIL,1,7344.19
890.28,22608.19,56.87,FRAGILE,ROAD,1,3811.05
2104.81,22060.12,36.59,PERISHABLE,RAIL,4,8705.14
6153.16,12048.24,67.84,STANDARD,RAIL,4,19605.44
7280.64,5422.84,48.05,FRAGILE,AIR,1,67607.39
7065.36,13833.89,61.13,PERISHABLE,AIR,2,87818.23
3406.2,4648.75,38.85,FRAGILE,RAIL,4,11868.69
5695.32,28494.1,65.97,HAZARDOUS,RAIL,2,25315.4
1782.12,11133.49,74.29,STANDARD,SEA,2,3718.95
2527.1,5027.27,13.61,STANDARD,SEA,3,3968.28
7624.04,911.78,75.05,STANDARD,ROAD,3,30712.42
159.87,20701.73,48.86,STANDARD,ROAD,1,568.4
772.55,20417.18,76.1,PERISHABLE,RAIL,2,2929.68
1806.64,10965.27,39.1,STANDARD,ROAD,4,6453.76
274.2,2387.61,34.42,PERISHABLE,ROAD,3,1286.18
1583.13,13167.16,82.4,PERISHABLE,ROAD,3,8414.81
4976.7,10027.84,22.98,STANDARD,SEA,2,8463.63
3611.04,21700.15,76.06,STANDARD,ROAD,3,13205.57
7593.08,19424.36,43.82,PERISHABLE,ROAD,3,38925.41
6957.4,11730.54,46.51,PERISHABLE,ROAD,4,36775.23
2938.36,7050.77,28.11,STANDARD,SEA,2,4836.61
2242.13,31618.35,51.79,STANDARD,SEA,3,4946.88
3258.4,14582.65,29.61,FRAGILE,RAIL,2,10289.23
5037.99,22055.95,4.01,FRAGILE,RAIL,3,19673.15
2315.14,4583.64,24.84,STANDARD,AIR,4,18824.7
5324.06,15590.31,1.07,HAZARDOUS,ROAD,2,26983.83
3509.53,978.42,88.06,STANDARD,ROAD,3,13995.03
4714.8,16224.02,86.93,STANDARD,ROAD,4,21170.98
3735.27,30852.16,35.87,STANDARD,ROAD,3,15567.19
2538.24,12356.19,65.69,STANDARD,RAIL,2,6908.58
8064.43,1343.97,31.45,STANDARD,AIR,3,65231.7
6502.47,1087.49,60.56,STANDARD,SEA,2,11657.27
1233.96,12476.78,72.59,STANDARD,RAIL,2,3655.4
7388.55,5204.8,85.23,STANDARD,AIR,3,63485.79
4168.79,844.93,36.32,STANDARD,ROAD,4,15498.24
7608.97,24223.21,70.61,PERISHABLE,ROAD,1,37231.6
6808.78,14726.88,24.3,STANDARD,SEA,4,12917.69
3643.05,9326.91,89.13,STANDARD,SEA,4,8702.68
239.87,28812.65,2.81,FRAGILE,ROAD,3,1145.24
2320.32,3804.83,54.52,PERISHABLE,RAIL,4,9280.11
4626.81,30593.81,59.53,STANDARD,SEA,4,10440.84
5402.89,10115.54,62.08,FRAGILE,SEA,1,12707.05
2229.15,28440.08,11.27,HAZARDOUS,SEA,4,7305.6
1227.56,19333.88,84.5,FRAGILE,ROAD,1,5812.33
7105.16,26471.96,16.72,STANDARD,ROAD,3,28801.78
8368.2,31490.02,56.24,FRAGILE,RAIL,1,30873.6
4492.08,9300.13,20.43,STANDARD,ROAD,2,13751.48
1500.69,30760.22,28.0,FRAGILE,AIR,2,19076.38
2351.0,12524.47,49.41,HAZARDOUS,RAIL,1,9112.88
205.4,12397.83,37.84,STANDARD,ROAD,2,706.75
7775.82,10958.35,14.84,HAZARDOUS,SEA,3,21768.02
1045.0,17370.9,15.8,STANDARD,RAIL,2,2748.18
4921.56,5017.23,37.92,HAZARDOUS,ROAD,1,23955.26
2365.77,17763.4,68.28,STANDARD,SEA,3,4440.45
4732.8,17380.38,80.87,STANDARD,SEA,2,10170.22
5554.5,24404.67,8.03,STANDARD,SEA,3,11794.85
7061.32,26693.43,35.68,PERISHABLE,ROAD,1,35349.85
1794.26,14150.08,9.47,STANDARD,SEA,2,3286.42
142.91,9744.43,1.99,STANDARD,SEA,3,500.0
1206.68,8372.78,59.72,STANDARD,ROAD,3,4384.9
7655.16,6308.5,54.42,FRAGILE,ROAD,2,33306.71
7434.37,1938.96,15.09,FRAGILE,SEA,3,13962.19
5098.14,11024.09,21.43,STANDARD,ROAD,3,17464.78
5124.37,8720.9,2.62,STANDARD,SEA,1,7978.04
5669.56,30928.71,75.23,STANDARD,RAIL,1,16667.51
1531.89,17890.91,87.73,STANDARD,RAIL,1,4446.24
7776.78,11178.14,12.62,STANDARD,ROAD,1,25250.74
3588.61,18616.92,21.22,HAZARDOUS,SEA,1,9315.47
3287.52,4540.37,78.22,STANDARD,RAIL,1,9042.43
4434.85,14265.0,83.42,STANDARD,RAIL,2,12828.69
446.86,20076.87,38.06,STANDARD,SEA,1,837.21
1455.09,15695.84,5.03,PERISHABLE,SEA,3,3376.16
6286.38,12916.74,4.03,PERISHABLE,AIR,2,69697.34
749.65,31803.76,51.87,HAZARDOUS,RAIL,3,3868.92
5146.64,28182.04,35.66,STANDARD,RAIL,1,14798.45
2123.2,19986.65,3.06,STANDARD,AIR,1,19985.63
3339.55,18263.14,52.7,STANDARD,SEA,3,6308.98
2489.46,19899.07,1.51,STANDARD,ROAD,3,9061.09
3055.43,6521.86,70.97,FRAGILE,ROAD,3,15004.85
6125.94,12704.89,27.93,HAZARDOUS,SEA,4,17832.54
2560.68,1358.76,4.1,PERISHABLE,RAIL,4,7919.69
4836.12,15269.92,53.16,HAZARDOUS,SEA,4,13766.29
4072.63,17422.48,36.09,STANDARD,RAIL,4,12772.49
5658.02,7365.22,87.66,FRAGILE,ROAD,2,27504.73
7966.21,30852.52,49.21,STANDARD,SEA,1,18002.31
6240.23,29111.6,25.13,STANDARD,ROAD,3,23450.2
1866.25,23136.37,63.99,HAZARDOUS,RAIL,1,7734.65
313.5,17115.03,24.8,STANDARD,RAIL,3,922.21
2266.13,27852.02,81.43,STANDARD,RAIL,1,6628.5
5078.41,4267.81,34.04,STANDARD,SEA,2,8470.76
484.55,25317.26,49.71,FRAGILE,SEA,4,1358.88
4244.29,4081.78,5.03,HAZARDOUS,SEA,1,9048.88
5093.32,25435.32,38.64,STANDARD,ROAD,3,19910.4
2874.36,8896.99,75.0,HAZARDOUS,ROAD,1,15695.37
6564.21,28079.19,72.61,STANDARD,RAIL,2,19035.02
950.76,30214.94,20.58,STANDARD,AIR,2,10772.07
684.91,4846.59,20.73,HAZARDOUS,SEA,1,1586.3
6203.19,14859.35,73.65,FRAGILE,SEA,4,17208.22
4236.9,31393.5,83.77,PERISHABLE,ROAD,3,24684.69
5867.0,15520.7,9.03,STANDARD,RAIL,2,14855.46
3724.29,27647.17,40.78,FRAGILE,RAIL,2,13166.06
2132.1,18880.54,30.7,FRAGILE,ROAD,1,8971.03
6971.41,12073.02,78.43,PERISHABLE,ROAD,2,35351.57
6805.06,9216.5,7.98,STANDARD,AIR,2,53478.38
5920.19,6582.82,19.4,HAZARDOUS,ROAD,3,26248.29
2349.63,24401.36,67.85,FRAGILE,ROAD,4,12143.05
5037.45,12430.64,5.09,STANDARD,ROAD,3,18344.28
3100.23,16409.69,44.58,STANDARD,AIR,4,28740.69
823.87,15805.18,40.07,STANDARD,SEA,3,1521.74
7801.3,18515.2,30.43,FRAGILE,SEA,1,18763.11
1206.12,27711.91,35.81,PERISHABLE,AIR,2,17075.53
8079.51,31385.59,47.93,FRAGILE,ROAD,4,47605.66
3818.75,13101.94,14.94,FRAGILE,SEA,1,8053.78
1614.37,26497.85,51.69,FRAGILE,ROAD,2,7434.42
4629.06,24488.44,72.59,STANDARD,ROAD,2,15752.52
7426.39,18395.57,68.53,STANDARD,SEA,2,14499.2
6237.3,30597.9,14.27,STANDARD,SEA,3,13313.98
6865.44,6495.14,13.86,STANDARD,RAIL,1,15023.01
5616.72,3585.53,24.5,STANDARD,RAIL,1,12746.54
5899.74,27341.39,32.82,FRAGILE,RAIL,2,22945.61
7225.7,14108.88,37.06,STANDARD,ROAD,4,29633.83
2159.69,27118.31,61.33,STANDARD,ROAD,1,8396.14
4185.64,28589.58,5.57,STANDARD,ROAD,3,16860.95
1919.22,2092.4,3.6,STANDARD,ROAD,4,5727.7
8395.79,28282.53,35.58,PERISHABLE,SEA,4,26328.7
8027.3,14401.38,62.9,PERISHABLE,ROAD,4,46833.01
383.16,16382.8,17.81,HAZARDOUS,ROAD,4,2155.09
6012.11,20088.3,57.91,STANDARD,RAIL,1,14743.32
7868.35,29651.61,23.75,HAZARDOUS,SEA,2,24451.62
1575.86,709.8,79.8,HAZARDOUS,ROAD,4,10574.98
4849.14,15311.31,80.66,HAZARDOUS,ROAD,3,26943.63
7785.88,22038.33,27.11,STANDARD,RAIL,3,22761.87
336.84,23154.35,21.08,FRAGILE,SEA,2,815.37
5943.2,22191.78,37.31,HAZARDOUS,SEA,1,16472.26
2562.6,4388.48,22.03,FRAGILE,SEA,2,4818.35
7861.15,9650.72,60.68,FRAGILE,AIR,4,97088.92
8255.44,11543.03,74.43,STANDARD,SEA,1,16080.28
8029.05,25761.55,60.74,FRAGILE,SEA,1,18499.18
4057.11,8992.44,74.28,STANDARD,RAIL,4,12150.11
7334.26,6821.49,36.03,FRAGILE,ROAD,3,31728.4
7186.44,30642.59,14.49,STANDARD,AIR,4,91667.55
2746.4,382.74,66.55,STANDARD,RAIL,2,7658.25
7054.34,31930.49,32.76,STANDARD,ROAD,4,32191.05
362.71,21690.6,60.58,FRAGILE,SEA,3,867.65
5088.48,26528.17,24.72,STANDARD,ROAD,4,21285.31
1993.57,9498.36,7.77,FRAGILE,SEA,2,3920.88
1068.79,556.66,89.34,HAZARDOUS,SEA,2,2963.51
700.25,23638.04,14.48,STANDARD,RAIL,3,2010.74
5933.64,26709.21,88.96,STANDARD,SEA,2,12226.44
2921.94,23721.19,87.97,STANDARD,ROAD,2,11823.43
6174.28,4656.92,71.55,PERISHABLE,RAIL,4,26410.59
602.26,24134.35,59.52,FRAGILE,RAIL,1,2176.76
2714.2,24628.64,52.21,STANDARD,SEA,2,5653.59
4608.7,21107.44,78.02,STANDARD,SEA,2,9636.82
6731.61,24539.1,26.4,FRAGILE,RAIL,3,25274.45
2743.46,27084.89,42.36,PERISHABLE,SEA,3,7661.31
5338.78,19673.97,55.94,HAZARDOUS,ROAD,4,30422.84
7536.51,2926.49,37.3,FRAGILE,AIR,4,86715.02
5254.04,15655.33,38.76,STANDARD,RAIL,2,14373.99
2018.51,2577.01,30.06,STANDARD,SEA,1,3384.24
256.19,13100.62,51.0,STANDARD,ROAD,1,939.82
7402.34,13086.7,76.63,STANDARD,ROAD,4,30025.47
229.73,2205.71,18.54,STANDARD,RAIL,3,515.37
7441.23,11227.38,84.13,STANDARD,SEA,2,15784.04
4519.52,3640.84,62.17,STANDARD,RAIL,2,12471.12
7985.12,25882.7,74.18,PERISHABLE,AIR,1,115849.78
6799.72,30331.25,50.28,FRAGILE,RAIL,4,29164.73
8482.54,2406.9,70.27,HAZARDOUS,RAIL,1,33778.72
3013.51,30568.18,1.95,HAZARDOUS,ROAD,1,17643.77
6532.74,16770.19,73.75,STANDARD,SEA,4,13734.41
3446.32,9656.15,4.09,HAZARDOUS,ROAD,3,15590.5
4104.95,2551.9,80.15,STANDARD,SEA,2,8621.97
5352.42,16069.91,89.28,FRAGILE,AIR,3,65454.43
7432.57,25445.05,26.82,STANDARD,AIR,4,88302.93
8365.51,22656.06,19.32,PERISHABLE,RAIL,4,32905.86
6541.91,1702.21,69.0,STANDARD,SEA,2,12508.67
3580.13,2425.57,23.15,STANDARD,SEA,3,5695.9
3610.47,12951.66,77.97,PERISHABLE,ROAD,2,19134.3
6282.57,9519.77,9.7,STANDARD,SEA,1,10082.24
2067.67,7513.06,11.77,FRAGILE,ROAD,1,7288.26
983.51,9064.04,88.13,HAZARDOUS,RAIL,1,4352.83
3046.56,25731.1,60.81,HAZARDOUS,ROAD,3,17378.52
2477.17,29742.37,76.3,PERISHABLE,ROAD,1,13872.68
2553.8,13022.78,29.53,PERISHABLE,RAIL,2,8106.37
2023.99,29004.94,61.05,STANDARD,RAIL,3,6009.03
405.69,10355.71,53.68,HAZARDOUS,SEA,2,977.68
201.03,15298.34,54.48,FRAGILE,ROAD,4,979.89
8396.25,7310.33,61.59,FRAGILE,RAIL,3,28810.53
3664.68,20531.19,51.99,STANDARD,ROAD,2,12313.3
3297.56,31329.5,38.9,FRAGILE,SEA,2,8991.93
5793.02,19351.43,25.2,PERISHABLE,SEA,3,15163.69
1894.25,11514.27,69.29,PERISHABLE,SEA,4,5486.94
8077.17,20765.38,20.75,STANDARD,SEA,3,16825.29
6694.62,4021.17,62.47,STANDARD,ROAD,1,24571.49
805.52,28448.22,21.38,STANDARD,SEA,1,1605.18
3578.56,16148.38,56.47,HAZARDOUS,RAIL,4,15265.23
7478.55,14434.26,67.36,HAZARDOUS,RAIL,2,31490.83
8032.99,18789.09,20.07,STANDARD,SEA,2,15076.64
3999.54,20030.61,5.86,STANDARD,ROAD,2,14260.96
5233.33,2389.65,12.22,STANDARD,SEA,3,8032.82
1461.44,21875.49,54.74,STANDARD,SEA,3,2995.41
8425.37,7817.62,76.53,PERISHABLE,ROAD,4,47035.58
2007.63,22875.09,4.53,FRAGILE,ROAD,1,9060.92
8016.08,26338.86,66.21,STANDARD,ROAD,2,32391.99
5539.51,25746.28,31.05,FRAGILE,AIR,1,68800.61
5185.38,17724.78,43.33,STANDARD,SEA,3,9256.0
4382.22,16693.42,83.63,PERISHABLE,ROAD,3,22760.29
1999.16,4657.74,30.21,STANDARD,RAIL,3,5169.68
1541.66,24833.54,42.15,STANDARD,SEA,1,3084.89
1913.11,8757.96,1.72,STANDARD,SEA,4,3500.22
1625.4,15944.58,7.8,FRAGILE,ROAD,4,7548.97
6637.49,9168.34,23.64,FRAGILE,ROAD,3,26757.88
3008.56,4369.12,2.99,HAZARDOUS,SEA,2,6365.71
538.77,20182.89,57.01,STANDARD,ROAD,1,1935.1
8238.92,1833.19,38.66,STANDARD,ROAD,3,27008.29
7517.99,23981.78,49.56,STANDARD,AIR,1,72694.44
7889.51,10231.02,16.13,FRAGILE,SEA,1,15541.9
8456.97,104.3,26.99,STANDARD,ROAD,4,29000.74
1519.41,16405.02,59.91,FRAGILE,ROAD,3,6943.28
3398.25,1594.58,86.89,PERISHABLE,ROAD,4,20557.42
6457.12,8909.81,5.01,PERISHABLE,ROAD,3,23328.44
5931.37,22652.55,80.19,STANDARD,SEA,1,11606.09
1350.42,2099.8,52.13,STANDARD,RAIL,4,3963.44
6943.79,26874.9,50.97,STANDARD,SEA,1,14913.89
1946.52,221.86,45.27,FRAGILE,AIR,3,19438.92
1941.26,7973.68,6.71,HAZARDOUS,RAIL,2,6565.29
4587.43,23734.84,8.54,STANDARD,ROAD,4,20562.66
5060.34,10189.02,54.28,STANDARD,RAIL,4,14426.46
4951.73,3350.37,31.02,HAZARDOUS,AIR,1,57629.12
823.06,11591.46,82.6,PERISHABLE,SEA,1,2135.61
7464.54,8725.55,36.89,STANDARD,ROAD,2,23404.3
2294.32,26982.51,13.32,FRAGILE,SEA,4,6272.02
1144.4,10095.8,64.47,STANDARD,SEA,3,2212.39
7559.92,25266.95,26.76,STANDARD,AIR,3,89591.09
8125.26,28550.72,47.53,PERISHABLE,ROAD,4,50117.78
7334.98,13938.78,62.96,HAZARDOUS,RAIL,4,35029.08
6890.41,29127.19,81.07,HAZARDOUS,SEA,4,24094.05
5586.79,12136.45,71.4,STANDARD,RAIL,2,14806.08
4704.74,30854.1,61.03,HAZARDOUS,RAIL,3,22507.51
785.04,2948.34,61.33,STANDARD,ROAD,3,3050.9
3501.43,22015.91,85.16,STANDARD,ROAD,1,13219.37
3199.22,15852.67,26.98,FRAGILE,ROAD,1,13771.56
2244.92,12466.0,0.6,STANDARD,AIR,4,22775.71
6162.9,20283.51,24.84,HAZARDOUS,ROAD,1,34586.69
4240.15,22553.04,20.0,FRAGILE,RAIL,2,14332.16
734.84,239.19,59.73,STANDARD,SEA,3,1373.57
1910.55,5425.8,57.22,STANDARD,ROAD,3,6897.13
5823.54,22846.17,53.61,STANDARD,RAIL,1,17250.77
693.31,21357.69,1.95,STANDARD,SEA,4,1387.1
7242.7,30916.92,65.73,FRAGILE,SEA,1,17217.54
4233.99,24377.11,29.46,HAZARDOUS,SEA,4,13803.67
4110.96,30429.65,60.02,STANDARD,SEA,2,8497.23
5055.85,22511.04,50.31,STANDARD,ROAD,3,19335.1
7018.55,9607.87,31.17,FRAGILE,AIR,2,74778.59
2988.99,3461.14,12.54,HAZARDOUS,ROAD,3,12735.61
5779.24,25040.18,8.95,STANDARD,SEA,2,10614.38
4830.44,20648.36,74.92,STANDARD,ROAD,1,19639.83
2306.39,1637.13,82.7,FRAGILE,AIR,2,24169.78
7474.42,11585.61,58.66,STANDARD,SEA,2,13341.71
6788.25,30621.91,9.76,STANDARD,SEA,1,14944.67
5613.92,16062.8,36.48,HAZARDOUS,ROAD,3,28647.68
7237.42,13904.06,65.74,FRAGILE,RAIL,3,25774.2
7378.64,14700.62,70.29,FRAGILE,SEA,1,17935.49
6035.67,6763.36,11.08,HAZARDOUS,SEA,2,14291.33
7122.76,11861.76,0.5,FRAGILE,ROAD,2,27581.34
5943.63,11897.04,64.24,STANDARD,AIR,2,53827.62
5797.19,1770.13,32.42,STANDARD,SEA,4,10024.44
5277.27,24585.41,23.28,STANDARD,ROAD,3,21311.11
6410.46,13386.49,1.65,STANDARD,SEA,2,10707.9
1390.21,26327.54,48.86,FRAGILE,RAIL,3,5518.34
7493.36,27226.1,76.68,PERISHABLE,RAIL,2,29424.46
7417.08,6862.61,86.21,PERISHABLE,ROAD,1,37709.94
297.14,21069.58,51.13,FRAGILE,SEA,1,707.71
7028.15,15165.79,46.54,STANDARD,SEA,3,13490.97
1138.95,28177.0,8.11,STANDARD,RAIL,3,3640.3
2881.75,6982.13,49.62,HAZARDOUS,SEA,1,7162.71
6332.64,21722.24,34.51,FRAGILE,SEA,4,16504.52
1408.42,19487.29,54.84,FRAGILE,SEA,1,3205.92
6961.82,9520.12,35.29,HAZARDOUS,ROAD,2,32392.98
7081.53,4457.57,22.01,HAZARDOUS,SEA,4,18964.99
4338.1,20887.31,9.0,HAZARDOUS,RAIL,1,15956.95
103.96,23661.26,28.69,STANDARD,ROAD,4,500.0
2475.47,10168.51,9.15,HAZARDOUS,ROAD,4,12742.83
5263.03,20670.16,16.33,PERISHABLE,RAIL,4,20968.42
8341.02,12704.68,88.87,STANDARD,SEA,3,17640.5
5388.82,22851.3,40.25,FRAGILE,RAIL,1,18431.28
2245.34,6454.97,48.1,STANDARD,SEA,3,3585.06
5407.35,28497.86,78.69,PERISHABLE,ROAD,3,28709.46
4612.88,9268.37,89.6,STANDARD,RAIL,2,13499.12
6639.69,11832.37,52.65,FRAGILE,AIR,2,71945.6
953.99,1953.13,73.22,STANDARD,SEA,4,2063.68
6480.69,3657.24,29.76,HAZARDOUS,ROAD,4,33335.17
4623.7,16555.99,27.86,STANDARD,RAIL,2,12730.56
8187.28,8636.21,36.54,STANDARD,ROAD,2,27197.77
2938.82,26751.82,60.69,STANDARD,RAIL,1,8923.24
5395.65,568.72,61.56,PERISHABLE,SEA,4,14867.99
7925.64,12193.1,28.71,STANDARD,SEA,4,15597.86
916.21,10861.32,12.42,STANDARD,ROAD,2,2847.46
7969.58,716.55,57.1,HAZARDOUS,AIR,1,96975.75
5862.63,4067.35,11.99,FRAGILE,SEA,2,11033.18
623.22,13295.2,52.28,PERISHABLE,RAIL,2,2108.6
2593.14,15822.38,62.56,STANDARD,RAIL,3,7862.39
6034.05,12996.84,63.2,FRAGILE,SEA,4,15805.79
619.11,17036.91,67.94,STANDARD,SEA,1,1225.76
4969.34,19084.7,78.62,STANDARD,RAIL,3,16022.4
2972.71,416.57,45.25,FRAGILE,RAIL,4,11038.21
5296.74,14904.64,65.86,FRAGILE,ROAD,2,22390.41
436.52,30835.63,55.92,HAZARDOUS,SEA,1,1362.03
7414.49,16657.13,17.2,STANDARD,RAIL,4,22654.98
8275.98,21713.6,2.8,STANDARD,ROAD,2,30992.0
8237.02,10048.46,25.97,STANDARD,SEA,3,13593.01
6384.56,24790.32,40.15,PERISHABLE,AIR,1,84558.84
1149.23,24756.2,55.73,STANDARD,AIR,4,13876.54
6457.32,16729.34,76.57,STANDARD,RAIL,3,18926.62
257.76,31234.84,18.06,STANDARD,ROAD,2,1027.77
236.94,4105.05,11.74,FRAGILE,RAIL,2,673.74
2784.51,640.63,86.73,STANDARD,ROAD,4,12479.86
4179.03,24668.05,10.17,PERISHABLE,AIR,2,55107.01
6559.94,25848.26,43.32,STANDARD,ROAD,1,24041.04
5823.85,3934.61,52.91,PERISHABLE,ROAD,4,30793.97
3817.88,8572.09,48.95,STANDARD,RAIL,3,9772.13
2362.15,659.92,8.2,FRAGILE,RAIL,4,6968.34
8475.7,9456.54,5.6,PERISHABLE,SEA,4,20902.99
3651.23,24763.23,9.94,STANDARD,RAIL,3,11513.78
3864.22,16622.94,52.91,PERISHABLE,ROAD,2,18110.01
1432.62,11204.25,49.22,STANDARD,ROAD,3,4926.18
6766.14,11958.48,21.42,PERISHABLE,RAIL,1,22834.04
5911.61,143.18,57.58,FRAGILE,ROAD,2,25277.41
1915.5,9663.64,73.9,STANDARD,SEA,4,4080.43
746.12,20722.03,4.22,STANDARD,SEA,2,1400.59
5800.22,31176.8,45.08,STANDARD,SEA,2,13008.12
5580.62,27121.24,62.19,STANDARD,AIR,1,58518.57
2359.04,852.68,23.08,STANDARD,AIR,2,17806.07
8084.8,28764.08,28.05,STANDARD,AIR,2,91483.76
1326.44,25084.03,55.42,STANDARD,ROAD,2,4707.43
3703.23,24994.0,80.87,HAZARDOUS,ROAD,4,22773.41
8023.55,14710.06,72.99,STANDARD,ROAD,2,27994.29
3596.7,12796.37,52.69,STANDARD,SEA,3,6938.25
5445.54,9763.01,65.85,FRAGILE,AIR,2,57453.5
3409.67,2195.67,33.15,STANDARD,SEA,1,6069.68
2367.12,7380.71,57.87,STANDARD,ROAD,2,8384.81
8364.61,7966.66,42.22,STANDARD,AIR,2,66262.79
3508.87,15542.06,17.5,PERISHABLE,RAIL,4,13541.84
7605.14,23943.48,63.31,HAZARDOUS,ROAD,3,43783.03
1993.12,15214.53,50.3,STANDARD,RAIL,2,4835.19
1850.73,1945.24,32.6,FRAGILE,ROAD,3,8312.51
313.08,30653.49,82.06,FRAGILE,RAIL,1,1205.65
5556.58,30172.91,2.37,FRAGILE,ROAD,4,31618.64
3164.05,25147.55,28.76,FRAGILE,RAIL,3,12032.8
7353.83,31723.36,5.59,FRAGILE,SEA,4,22496.32
4048.62,17468.99,69.1,STANDARD,SEA,2,7812.82
8231.23,30812.31,63.34,STANDARD,SEA,1,16950.73
1617.69,2511.8,30.16,STANDARD,RAIL,4,4478.02
7389.87,11765.22,60.97,PERISHABLE,SEA,2,18507.48
6612.24,7289.66,35.94,FRAGILE,AIR,3,66497.46
6564.29,6347.08,68.18,HAZARDOUS,ROAD,1,37356.66
7188.42,4591.61,41.15,PERISHABLE,RAIL,1,24005.37
6480.65,19955.0,37.4,STANDARD,ROAD,3,24710.2
5341.56,25024.17,84.16,FRAGILE,ROAD,3,28454.1
1159.02,18547.72,22.95,FRAGILE,SEA,1,2610.91
324.85,4788.11,11.28,PERISHABLE,SEA,4,748.06
7831.16,25974.85,52.82,PERISHABLE,ROAD,1,40927.09
5260.7,20386.96,87.25,FRAGILE,SEA,3,13572.15
6780.74,12482.49,34.32,STANDARD,SEA,4,13139.07
4118.86,21604.76,6.05,HAZARDOUS,AIR,2,60022.97
1041.25,8390.97,30.87,STANDARD,ROAD,1,3116.02
1107.82,11111.63,45.78,HAZARDOUS,AIR,3,15947.1
5843.03,29367.8,14.99,PERISHABLE,ROAD,2,29027.18
3686.08,9367.09,59.4,STANDARD,SEA,1,6532.99
1744.43,15092.63,89.8,FRAGILE,ROAD,1,9032.23
4203.97,28495.5,40.93,STANDARD,ROAD,4,19331.79
592.57,22676.31,32.25,STANDARD,SEA,3,1147.58
4967.66,2084.28,36.36,STANDARD,RAIL,2,12447.34
2322.99,4798.97,10.81,HAZARDOUS,ROAD,1,10331.15
6789.37,350.15,79.55,PERISHABLE,ROAD,4,39504.29
2672.56,20226.41,37.63,PERISHABLE,SEA,2,7270.0
3896.61,14380.78,35.16,STANDARD,ROAD,2,11944.62
148.19,4383.37,59.54,PERISHABLE,SEA,1,500.0
662.18,30658.1,40.06,HAZARDOUS,ROAD,2,4096.96
3366.57,16996.15,58.52,STANDARD,ROAD,1,12264.43
4105.48,7816.4,6.0,STANDARD,RAIL,4,10663.07
5120.17,16069.25,73.33,STANDARD,RAIL,4,16448.03
2514.55,21779.89,84.68,PERISHABLE,RAIL,2,10103.55
5922.6,2532.03,58.56,FRAGILE,ROAD,1,26578.25
7318.03,8863.05,85.93,HAZARDOUS,AIR,3,103450.56
6639.74,25842.2,14.05,STANDARD,SEA,4,15715.11
384.78,14763.31,43.23,HAZARDOUS,ROAD,1,1793.76
4110.28,17535.81,54.36,STANDARD,RAIL,1,10770.57
936.66,13906.83,52.57,STANDARD,SEA,1,1639.92
2095.28,1500.41,36.43,FRAGILE,ROAD,2,8126.87
8387.3,5387.42,30.76,STANDARD,ROAD,3,28409.6
1254.09,14312.78,11.85,HAZARDOUS,SEA,2,3172.87
4265.6,6773.02,35.56,STANDARD,SEA,4,9031.14
5273.42,1694.33,15.06,FRAGILE,SEA,2,9978.54
5985.83,27012.42,66.23,STANDARD,ROAD,1,23097.45
4779.03,31400.04,19.19,FRAGILE,ROAD,2,24004.7
132.56,25401.26,5.74,STANDARD,SEA,1,500.0
2808.6,27335.74,49.94,STANDARD,ROAD,3,11338.79
4424.66,7819.07,53.77,PERISHABLE,RAIL,2,16131.38
792.47,30744.0,78.54,STANDARD,RAIL,2,2438.1
3012.8,6381.93,52.14,HAZARDOUS,ROAD,2,14678.6
330.57,30450.61,31.42,PERISHABLE,AIR,1,4630.27
713.99,31834.74,72.37,STANDARD,SEA,1,1497.06
3404.0,22803.96,48.85,STANDARD,SEA,2,6609.88
1171.45,31398.49,7.6,FRAGILE,ROAD,2,6138.84
4845.72,18268.32,51.14,PERISHABLE,ROAD,3,22118.27
5875.98,8379.38,81.77,PERISHABLE,RAIL,3,23722.33
